"id","age","no_stories","no_stories_above_critical_floor_cf","total_height","floor_area","total_floor_area_above_c_f","c_f_column_area","c_f_concrete_wall_area_ns","c_f_concrete_wall_area_ew","c_f_masonry_wall_area_ns","c_f_masonry_wall_area_ew","critical_aac_masonry_wall_area_ns","critical_aac_masonry_wall_area_ew","c_f_concrete_wall_area_max","c_f_concrete_wall_area_min","c_f_masonry_wall_area_max","c_f_masonry_wall_area_min","cd","wd","structural_damage_5_class","structural_damage_3_class","structural_damage_encoding_3_class","critical_damage","critical_damage_encoding","masonry_wall_damage_5_class","masonry_wall_damage_encoding_5_class","captive_columns_presence","captive_column_encoding","column_index_percent","wall_index_ns_percent","wall_index_ew_percent","min_wi_percent","priority_index_percent","soft_story","soft_story_encoding","latitude","longitude","v_s30","t_1_n_10","t_1_0_0466h_0_9","m7_8_repi","m7_8_rrup","m6_7_repi","m6_7_rrup","m7_8_repi_2","m7_8_rrup_2","m6_3_repi","m6_3_rrup","m7_8_pga","m7_8_pgv","m7_8_psa0_3","m7_8_psa0_6","m7_8_psa1_0","m7_8_ai","m7_8_cav","m6_7_pga","m6_7_pgv","m6_7_psa0_3","m6_7_psa0_6","m6_7_psa1_0","m6_7_ai","m6_7_cav","m7_5_pga","m7_5_pgv","m7_7_psa0_3","m7_7_psa0_6","m7_7_psa1_0","m7_7_ai","m7_7_cav","m6_3_pga","m6_3_pgv","m6_3_psa0_3","m6_3_psa0_6","m6_3_psa1_0","m6_3_ai","m6_3_cav","m7_8_sa_t1","m6_8_sa_t1","m7_5_sa_t1","m6_4_sa_t1","pga_max","pgv_max","sa_t1_max","ai_max","cav_max","m7_8_pga_2","m7_8_pgv_2","m7_8_sa0_3","m7_8_sa1_0","m7_8_sa3_0","m6_7_pga_2","m6_7_pgv_2","m6_7_sa0_3","m6_7_sa1_0","m6_7_sa3_0","m7_8_pga_3","m7_8_pgv_3","m7_8_sa0_3_2","m7_8_sa1_0_2","m7_8_sa3_0_2","m6_3_pga_2","m6_3_pgv_2","m6_3_sa0_3","m6_3_sa1_0","m6_3_sa3_0"
"Bld064",6,7,7,21,542,3791,4.86,1.2,1.2,2.1,0,0,0,1.2,1.2,2.1,0,0.00896678966789668,0.0022140221402214,"S","S",3,"Y",1,"S",3,"N",0,0.000640991822738064,0.000371933526773938,0.000316539171722501,0.000316539171722501,0.000957530994460565,"N",0,37.177778,36.743611,389.1880798,0.7,0.721744165786063,24.293686,2.2542496,13.294497,10.939405,100.57852,88.555725,"129.90015","117.71578",0.514329603,103.5820089,1.209224203,1.181431029,0.883779436,6.168368403,35.26774753,0.326972666,31.57118338,0.637820254,0.585953085,0.254462077,0.823115616,7.515673235,0.058894143,15.37380932,0.123254466,0.108185354,0.058309476,0.114830215,5.631943457,0.026048502,2.554165341,0.065393004,0.038169681,0.029939738,0.0123841,1.614099741,1.09083766678831,0.485060344413647,0.0930051111001064,0.0356648121374954,0.514329603,103.5820089,1.09083766678831,6.168368403,35.26774753,0.60044098,101.30371,1.3958445,1.2454435,0.21192013,0.36432418,26.754387,0.75879991,0.28243089,0.063647062,0.064320184,15.454368,0.1496916,0.099307142,0.038726464,"2.7976362000000001E-2","3.3077836","7.9093114000000006E-2","3.4765679000000001E-2","5.4267608000000004E-3"
"Bld065",6,3,3,12,742,2226,6.78,10.8,3.06,0,0,35.5,27.5,10.8,3.06,0,0,0.00913746630727763,0.00412398921832884,"L","L",1,"N",0,"S",3,"N",0,0.00152291105121294,0.00644654088050314,0.00261006289308176,0.00261006289308176,0.0041329739442947,"N",0,37.1866389,36.7311389,468.7735291,0.3,0.436163217752886,25.170111,1.5207224,14.339702,11.571544,100.11626,87.340347,"130.21485999999999","117.99905",0.543135239,99.27367617,1.277032792,1.174411457,0.873926639,6.257525207,33.4241531,0.305288803,27.42605824,0.601278028,0.540257233,0.219210995,0.770546477,6.840144503,0.054344152,13.45219425,0.109660452,0.092978634,0.049439789,0.102601394,5.160479299,0.023176802,2.156128329,0.055869547,0.031026913,0.023829866,0.010608838,1.450386891,1.23045528805434,0.573582068676536,0.10208895194384,0.0445940370570091,0.543135239,99.27367617,1.23045528805434,6.257525207,33.4241531,0.60890698,93.841957,1.3688234,1.1209921,0.17673464,0.32866186,21.898899,0.63803113,0.21862568,0.050622605,0.059246648,13.046099,0.1255746,0.077448942,0.03137539,"2.5058217000000001E-2","2.7700461999999999","6.4830735E-2","2.6721213000000001E-2","4.1652774000000004E-3"
"Bld066",1,6,6,18,270,1620,3.08,0.875,3.16,3.3,2.55,0,0,3.16,0.875,3.3,2.55,0.0114074074074074,0.00324074074074074,"S","S",3,"N",0,"S",3,"N",0,0.000950617283950617,0.000743827160493827,0.00210802469135802,0.000743827160493827,0.00169444444444444,"N",0,37.3741667,36.8391667,393.9980774,0.6,0.628248081839105,22.489727,3.6581624,21.10146,16.448782,77.175644,70.891663,"NaN","NaN",0.588487712,98.53664816,1.485062276,1.080958261,0.512425468,6.519493369,36.76593805,0.438473384,38.77046943,0.694830042,0.755750107,0.417070392,1.152107816,8.582878543,0.066722881,13.07932191,0.162113865,0.096661823,0.035291721,0.134219779,5.654774271,0.020416555,1.914171393,0.059615677,0.02555071,0.014039939,0.008652623,1.343290986,1.0408083588378,0.731832476233589,0.0923278538405745,0.024737816996902,0.588487712,98.53664816,1.0408083588378,6.519493369,36.76593805,0.47379327,75.116798,1.358394,0.56957352,0.22731805,0.24679193,18.118929,0.51240075,0.1960502,0.04627613,0.065742157,16.616892,0.18907726,0.071601011,0.036856808,"NaN","NaN","NaN","NaN","NaN"
"Bld067",24,6,6,19,418,2508,0,4.6,4.9,0,0,0,0,4.9,4.6,0,0,0,0.0110047846889952,"M","M",2,"N",0,"S",3,"N",0,0,0.0018341307814992,0.00195374800637959,0.0018341307814992,0.0018341307814992,"N",0,37.3747222,36.8391667,393.9980774,0.6,0.659574956582082,22.534042,3.6894753,21.161572,16.49835,77.118851,70.835892,"NaN","NaN",0.587837878,97.94059506,1.502912219,1.089353751,0.510616192,6.455002307,36.49301391,0.448662398,39.3152615,0.711774999,0.773201892,0.426399296,1.196958265,8.652459155,0.066450156,12.96295753,0.163442562,0.096298248,0.034992994,0.132556817,5.600580966,0.020724395,1.932236435,0.061002871,0.025833501,0.014072923,0.008888168,1.355787243,1.00315808862539,0.721550018001867,0.0871676033867413,0.0240819111906745,0.587837878,97.94059506,1.00315808862539,6.455002307,36.49301391,0.47468331,75.312592,1.3615766,0.5704177,0.22808845,0.24516296,17.75806,0.50508481,0.19069453,0.045120459,0.065643966,16.541925,0.18842547,0.071028113,0.036645666,"NaN","NaN","NaN","NaN","NaN"
"Bld068",47,4,4,13,645,2580,7.5,7.875,4.625,7.5,4.125,0,0,7.875,4.625,7.5,4.125,0.0116279069767442,0.00717054263565891,"M","M",2,"N",0,"S",3,"Y",1,0.00145348837209302,0.00334302325581395,0.00195251937984496,0.00195251937984496,0.00340600775193798,"N",0,37.518139,36.994367,361.5024414,0.4,0.468743149532416,32.581295,6.9494143,37.650635,30.780294,57.379063,58.178963,"NaN","NaN",0.447708993,89.61410815,0.887064118,0.795257189,0.498056092,5.203437576,36.00093046,0.20048194,20.23094026,0.337218598,0.28704141,0.176255254,0.390956781,6.658835939,0.090050324,18.89460644,0.189716407,0.128721127,0.078647441,0.227048701,7.700203205,0.0174899,2.41779467,0.044200462,0.036498843,0.030183079,0.007948655,1.452751081,0.835424816838804,0.308995075540666,0.155407954820628,0.0398684771781377,0.447708993,89.61410815,0.835424816838804,5.203437576,36.00093046,0.50659961,74.694717,1.0423429,0.64426279,0.21105601,0.13316004,11.150571,0.30056879,0.13398904,0.032819483,0.080550715,18.2799,0.18888052,0.11644469,0.045342173,"NaN","NaN","NaN","NaN","NaN"
"Bld069",7,15,15,45,345,5175,0.99,20.35,1.25,0,0.8,0,0,20.35,1.25,0.8,0,0.0028695652173913,0.0036231884057971,"S","S",3,"Y",1,"S",3,"N",0,9.56521739130435e-05,0.00393236714975845,0.000257004830917874,0.000257004830917874,0.000352657004830918,"N",0,37.5828611,36.9626944,576.4987793,1.5,1.43310225406867,39.971001,14.461769,44.195816,36.912437,51.559795,52.331779,"NaN","NaN",0.280736347,41.81915181,0.523604276,0.387058319,0.198624122,1.919304455,21.23061029,0.141914673,12.57160895,0.221632352,0.178666682,0.105008946,0.230693459,4.795684791,0.079675399,17.01044916,0.147751411,0.098602198,0.059791501,0.188534515,6.538366088,0.013040788,1.786240749,0.028782709,0.026083775,0.021153684,0.005691484,1.160587307,0.155611844524694,0.0822691403950122,0.0468435840713753,0.0165728298888718,0.280736347,41.81915181,0.155611844524694,1.919304455,21.23061029,0.33209911,39.674244,0.60268134,0.29811284,0.12034811,0.093196809,6.4653792,0.17802373,0.068525895,0.018105475,0.082217932,17.911207,0.15582129,0.10156063,0.054425661,"NaN","NaN","NaN","NaN","NaN"
"Bld070",6,5,5,16,110,550,1.83,2.855,0.24,1.6,1,0,0,2.855,0.24,1.6,1,0.0166363636363636,0.00218181818181818,"L","L",1,"N",0,"S",3,"N",0,0.00166363636363636,0.00548181818181818,0.000618181818181818,0.000618181818181818,0.00228181818181818,"N",0,37.5825,36.9621111,593.1987305,0.5,0.565059135995077,39.935608,14.456151,44.148891,36.868473,51.617065,52.386841,"NaN","NaN",0.277449722,40.94017692,0.515488656,0.378210436,0.193370188,1.876694434,20.84931943,0.140055839,12.31716153,0.217478381,0.174407621,0.102408138,0.226010887,4.713274417,0.078395196,16.61033021,0.144560519,0.095969987,0.058071392,0.183740141,6.413197321,0.012812384,1.741279769,0.02813103,0.025261523,0.0204682,0.005544089,1.138049073,0.39419916805286,0.179424052892496,0.10162930423513,0.0255957331794939,0.277449722,40.94017692,0.39419916805286,1.876694434,20.84931943,0.3329016,39.892265,0.60579222,0.30091521,0.12119317,0.093590051,6.5123057,0.17932655,0.069194525,0.018255349,0.082302406,17.98003,0.15647924,0.10218297,0.054770522,"NaN","NaN","NaN","NaN","NaN"
"Bld071",6,6,6,19,312,1872,1.9325,2.15,0.69,4.86,0,0,0,2.15,0.69,4.86,0,0.00619391025641026,0.00221153846153846,"S","S",3,"Y",1,"C",4,"N",0,0.000516159188034188,0.00140811965811966,0.000368589743589744,0.000368589743589744,0.000884748931623932,"N",0,37.5816667,36.9713889,578.9935913,0.6,0.659574956582082,39.771999,13.934622,44.178368,36.896088,51.385197,52.19838,"NaN","NaN",0.285164,43.05099895,0.528506201,0.394678769,0.205696229,1.961983284,21.46653601,0.139147335,12.31684552,0.215904314,0.173520028,0.101375413,0.22541277,4.752960528,0.079965448,16.66917845,0.149110965,0.098086537,0.059159718,0.187965288,6.508605504,0.013513108,1.861880365,0.028960754,0.02822767,0.022562599,0.006154253,1.199589761,0.366532202461821,0.16277499723436,0.0922888781204911,0.0273839291028515,0.285164,43.05099895,0.366532202461821,1.961983284,21.46653601,0.33703718,40.55814,0.60789043,0.30597553,0.12066656,0.094653435,6.671113,0.18371847,0.071613699,0.018789696,0.081429437,17.357819,0.15496522,0.099411637,0.050405324,"NaN","NaN","NaN","NaN","NaN"
"Bld072",1,9,9,27,217,1953,2.665,0.9,2.05,0,1.35,0,0,2.05,0.9,1.35,0,0.0122811059907834,0.00414746543778802,"L","L",1,"N",0,"C",4,"N",0,0.000682283666154634,0.000460829493087558,0.00111879160266257,0.000460829493087558,0.00114311315924219,"N",0,37.5841667,36.9763889,578.9935913,0.9,0.904926496021345,40.010391,13.927525,44.5233,37.21925,50.95702,51.788605,"NaN","NaN",0.284107222,43.18504854,0.523463556,0.393367377,0.205841127,1.942230005,21.42725312,0.13631373,12.05627314,0.210599824,0.16926872,0.098214622,0.219336271,4.710163991,0.080953286,16.83900485,0.150869411,0.098780263,0.059407423,0.190414642,6.54885153,0.014382284,1.995886215,0.029447313,0.031544951,0.024484481,0.007065812,1.282733428,0.250413071188693,0.115103027172257,0.0687657076509774,0.0261626400565904,0.284107222,43.18504854,0.250413071188693,1.942230005,21.42725312,0.33125314,39.21077,0.58625001,0.28973252,0.11500601,0.0909587,6.2505617,0.17141102,0.065645412,0.017450368,0.080840237,16.834202,0.15066727,0.095208332,0.047724109,"NaN","NaN","NaN","NaN","NaN"
"Bld073",19,10,10,30,376,3760,5.14,2.22,0,3.75,0,0,0,2.22,0,3.75,0,0.0136702127659574,0,"L","L",1,"N",0,"S",3,"N",0,0.000683510638297872,0.000690159574468085,0,0,0.000683510638297872,"N",0,37.5841667,36.9780556,578.9935913,1,0.994935772304655,39.997623,13.847734,44.548481,37.242844,50.90694,51.739063,"NaN","NaN",0.284760616,43.40586605,0.524026954,0.39466666,0.207003177,1.948186375,21.46885928,0.135766489,12.00703109,0.20952247,0.168345715,0.097542469,0.218253983,4.702719204,0.081114149,16.82347492,0.151261255,0.098823699,0.059372225,0.190659502,6.551128227,0.01482444,2.049719908,0.02977466,0.032801099,0.025145872,0.007537259,1.323874541,0.209379103520034,0.0984388783982838,0.0598717031181324,0.0252427915314689,0.284760616,43.40586605,0.209379103520034,1.948186375,21.46885928,0.33157611,39.23159,0.58535862,0.28953236,0.11460629,0.090665787,6.2161703,0.17044303,0.06516692,0.017341632,0.080942549,16.806034,0.15084074,0.095059536,0.047430255,"NaN","NaN","NaN","NaN","NaN"
"Bld074",1,9,9,37,579,5204,0,3.95,10.765,6,3,0,0,10.765,3.95,6,3,0,0.00682210708117444,"S","S",3,"Y",1,"C",4,"N",0,0,0.000874327440430438,0.00212624903920062,0.000874327440430438,0.000874327440430438,"N",0,37.5847222,36.9827778,599.6436768,0.9,1.20162088579375,40.023083,13.673314,44.680626,37.366657,50.707607,51.540623,"NaN","NaN",0.281522977,42.7841251,0.513121701,0.385677033,0.202632396,1.899528505,21.06572722,0.131397677,11.51175489,0.200560428,0.160011631,0.092084757,0.208389825,4.572411424,0.080243733,16.38283083,0.148725948,0.095955199,0.057306198,0.186225961,6.419050016,0.013211141,1.807207489,0.027688882,0.02763581,0.021942991,0.005963465,1.172256215,0.182204934413985,0.0828016518627787,0.0515291347988839,0.0197309083588078,0.281522977,42.7841251,0.182204934413985,1.899528505,21.06572722,0.3310695,39.070244,0.57951146,0.28695878,0.11279012,0.088947356,6.0306954,0.16485029,0.06259843,0.0167598,0.081235461,16.696688,0.15098304,0.09433803,0.04651707,"NaN","NaN","NaN","NaN","NaN"
"Bld075",7,5,5,15,308,1540,5.45,1.25,0.68,0,0,0,0,1.25,0.68,0,0,0.0176948051948052,0.00220779220779221,"S","S",3,"Y",1,"C",4,"N",0,0.00176948051948052,0.000811688311688312,0.000441558441558442,0.000441558441558442,0.00221103896103896,"N",0,36.2219444,36.15,377.605957,0.5,0.533172878842091,135.44472,19.604347,126.3172,117.11488,219.21524,194.18433,"13.069103","4.8397173999999996",0.699693522,105.265229,1.531025737,1.207205797,0.887290385,7.313295836,36.71673866,0.07665979,14.7570998,0.125930585,0.147452543,0.16028974,0.164562278,5.674008452,0.021639487,10.58807133,0.044395016,0.06914711,0.056453949,0.032262953,4.023235577,1.039869408,93.4996018,1.813092207,1.558542641,0.804700816,8.323376128,26.30391311,1.27933897821242,0.142658374683929,0.0636334060511668,1.61524535662592,1.039869408,105.265229,1.61524535662592,8.323376128,36.71673866,0.64402288,122.23373,1.509459,1.5048014,0.44760936,0.02491048,2.5095391,0.059673503,0.032629892,0.0086556263,0.0246142,12.216528,0.049963959,0.06670031,0.026072154,"0.53783720999999995","65.935103999999995","1.3584270000000001","0.74541997999999998","0.115065"
"Bld076",9,6,6,18,459,2754,3.565,1.815,2.31,1.6,1.2,0,0,2.31,1.815,1.6,1.2,0.00776688453159041,0.00395424836601307,"S","S",3,"N",0,"S",3,"N",0,0.000647240377632534,0.000717138707334786,0.000882352941176471,0.000717138707334786,0.00136437908496732,"N",0,36.2227778,36.1511111,377.605957,0.6,0.628248081839105,135.31174,19.470625,126.18633,116.98487,219.0899,194.07794,"13.201936","4.9066143000000002",0.696059138,105.3419477,1.519193571,1.209459882,0.892993783,7.280652202,36.64860086,0.077126173,14.86633908,0.126509746,0.148522008,0.162444331,0.166672097,5.703509042,0.021651102,10.54461997,0.044428109,0.068555478,0.056433818,0.032367708,4.03205493,1.029272967,93.14481724,1.80186503,1.56400073,0.80611122,8.323088433,26.2858375,1.18711098134036,0.149505205298736,0.0676994438907355,1.5104784177413,1.029272967,105.3419477,1.5104784177413,8.323088433,36.64860086,0.64306366,122.05575,1.499873,1.5069919,0.45088869,0.025022708,2.5271983,0.060115486,0.032936435,0.0087241214,0.024637507,12.176851,0.049988806,0.066391848,0.025837773,"0.53484200999999998","66.047248999999994","1.3543041","0.74868106999999995","0.11583259"
"Bld077",14,8,8,24,665,5301,13.66,8.7,3.05,6.56,15.7,0,0,8.7,3.05,15.7,6.56,0.0205413533834586,0.00458646616541353,"S","S",3,"N",0,"C",4,"N",0,0.00128843614412375,0.00176495000943218,0.000871533672891907,0.000871533672891907,0.00215996981701566,"N",0,36.223074,36.157681,324.1802063,0.8,0.813909343716591,134.9529,19.122173,125.85213,116.6529,218.81664,193.9563,"13.726127999999999","5.2336711999999999",0.676848099,112.9743252,1.479137123,1.301790938,1.033163826,7.578112045,37.76493094,0.085566328,17.16699444,0.144801486,0.176222937,0.198765764,0.196205176,6.301567156,0.023600233,11.8081547,0.049866218,0.078941144,0.067145161,0.036758652,4.409953696,0.983015804,96.40525758,1.747471789,1.646677162,0.873334074,8.358730615,26.93961523,1.15813631491899,0.188278240322717,0.0726329665449448,1.2331138809454,0.983015804,112.9743252,1.2331138809454,8.358730615,37.76493094,0.63125509,119.48923,1.4492298,1.4863336,0.44950229,0.02592285,2.6924896,0.064176939,0.035920564,0.0093840249,0.02464832,11.977258,0.049373463,0.06488473,0.02458718,"0.51539928000000002","66.928818000000007","1.3171238999999999","0.78019369000000005","0.12447759999999999"
"Bld078",9,8,8,24,665,5301,13.66,8.7,3.05,6.56,15.7,0,0,8.7,3.05,15.7,6.56,0.0205413533834586,0.00458646616541353,"S","S",3,"N",0,"C",4,"N",0,0.00128843614412375,0.00176495000943218,0.000871533672891907,0.000871533672891907,0.00215996981701566,"N",0,36.2211111,36.1625,273.6450195,0.8,0.813909343716591,134.89407,19.098133,125.81644,116.61745,218.83681,194.10609,"14.000776","5.4793710999999998",0.645694357,116.4536386,1.412144521,1.34609291,1.147062388,7.858630805,38.72281289,0.094044701,19.59832697,0.165701218,0.207898071,0.237550459,0.226312411,6.926790771,0.025857171,13.50383258,0.056419513,0.093047089,0.081058912,0.041734674,4.828731999,0.937531571,97.55937264,1.662465764,1.649121898,0.911010616,8.225422062,27.44264147,1.23965668914852,0.223755378141774,0.0866361313139292,1.25439964819392,0.937531571,116.4536386,1.25439964819392,8.225422062,38.72281289,0.61134744,112.52225,1.381827,1.3952707,0.41756243,0.026375143,2.8307886,0.067071818,0.038595043,0.0099614542,0.024471631,11.749334,0.048132408,0.063193396,0.023475101,"0.49820301","66.213982000000001","1.2742557999999999","0.78616940999999996","0.12945703"
"Bld079",19,9,9,27,852,7542,11.16,4.95,4.6,0,0,0,0,4.95,4.6,0,0,0.0130985915492958,0.00539906103286385,"S","S",3,"Y",1,"C",4,"N",0,0.000739856801909308,0.000656324582338902,0.000609917793688677,0.000609917793688677,0.00134977459559798,"N",0,36.223889,36.159444,324.1802063,0.9,0.904926496021345,134.79041,18.971178,125.6928,116.49461,218.66882,193.84302,"13.907068000000001","5.3403869000000004",0.674414835,111.79399,1.46815257,1.305488488,1.038467383,7.564324419,37.73484799,0.086315915,17.34974557,0.14574654,0.178025422,0.202604816,0.199918804,6.34992884,0.02357728,11.67355823,0.049846864,0.077461192,0.066563611,0.036774753,4.407896171,0.969082849,96.04130949,1.73272072,1.657282258,0.876536174,8.30350005,26.85335207,1.10193396322151,0.19676269321687,0.0691537890264031,1.06210683880873,0.969082849,111.79399,1.10193396322151,8.30350005,37.73484799,0.62483591,116.49112,1.4185789,1.4546874,0.44019777,0.026218114,2.7670944,0.065795742,0.03732191,0.0096902689,0.024709875,11.948353,0.049462233,0.064656608,0.024309793,"0.50873548000000002","67.361191000000005","1.3051389","0.79254126999999996","0.12826443000000001"
"Bld080",2,13,13,39,775,9686,6.33,10.06,3.56,0,0,0,0,10.06,3.56,0,0,0.00816774193548387,0.00459354838709677,"S","S",3,"Y",1,"C",4,"N",0,0.000326760272558332,0.00103861243031179,0.00036754078050795,0.00036754078050795,0.000694301053066281,"N",0,36.2261111,36.1625,273.6450195,1.3,1.25992317094791,134.4341,18.632378,125.33983,116.144,218.33064,193.55786,"14.268475","5.5639953999999996",0.653091075,111.921659,1.395422972,1.32260333,1.101802938,7.758778483,38.70463547,0.095648868,20.17981275,0.165990428,0.210627857,0.248291259,0.234134116,7.028936776,0.025730521,12.94187944,0.056557319,0.086348908,0.076443819,0.04148315,4.796446652,0.934179586,100.1556665,1.693640377,1.751569647,0.958467716,8.78485987,28.02538126,0.958610881297656,0.216022933321035,0.0665090590830758,0.833903732003038,0.934179586,111.921659,0.958610881297656,8.78485987,38.70463547,0.61528981,111.68967,1.3678592,1.4104276,0.42832595,0.026686911,2.9184282,0.068819329,0.040216342,0.010319151,0.024922438,11.957809,0.050038099,0.064698398,0.023978539,"0.49541062000000002","68.004433000000006","1.2811615000000001","0.81288970000000005","0.13517878999999999"
"Bld081",2,13,13,39,775,9686,6.33,10.06,3.56,0,0,0,0,10.06,3.56,0,0,0.00816774193548387,0.00459354838709677,"S","S",3,"Y",1,"C",4,"N",0,0.000326760272558332,0.00103861243031179,0.00036754078050795,0.00036754078050795,0.000694301053066281,"N",0,36.2261111,36.1625,273.6450195,1.3,1.25992317094791,134.4341,18.632378,125.33983,116.144,218.33064,193.55786,"14.268475","5.5639953999999996",0.653091075,111.921659,1.395422972,1.32260333,1.101802938,7.758778483,38.70463547,0.095648868,20.17981275,0.165990428,0.210627857,0.248291259,0.234134116,7.028936776,0.025730521,12.94187944,0.056557319,0.086348908,0.076443819,0.04148315,4.796446652,0.934179586,100.1556665,1.693640377,1.751569647,0.958467716,8.78485987,28.02538126,0.958610881297656,0.216022933321035,0.0665090590830758,0.833903732003038,0.934179586,111.921659,0.958610881297656,8.78485987,38.70463547,0.61528981,111.68967,1.3678592,1.4104276,0.42832595,0.026686911,2.9184282,0.068819329,0.040216342,0.010319151,0.024922438,11.957809,0.050038099,0.064698398,0.023978539,"0.49541062000000002","68.004433000000006","1.2811615000000001","0.81288970000000005","0.13517878999999999"
"Bld082",2,8,8,24,775,6006,6.33,10.06,3.56,0,0,0,0,10.06,3.56,0,0,0.00816774193548387,0.00459354838709677,"S","S",3,"Y",1,"C",4,"N",0,0.000526973026973027,0.00167499167499167,0.000592740592740593,0.000592740592740593,0.00111971361971362,"N",0,36.2261111,36.1625,273.6450195,0.8,0.813909343716591,134.4341,18.632378,125.33983,116.144,218.33064,193.55786,"14.268475","5.5639953999999996",0.653091075,111.921659,1.395422972,1.32260333,1.101802938,7.758778483,38.70463547,0.095648868,20.17981275,0.165990428,0.210627857,0.248291259,0.234134116,7.028936776,0.025730521,12.94187944,0.056557319,0.086348908,0.076443819,0.04148315,4.796446652,0.934179586,100.1556665,1.693640377,1.751569647,0.958467716,8.78485987,28.02538126,1.20452516263728,0.230769241009885,0.0810519302813889,1.32743986309857,0.934179586,111.921659,1.32743986309857,8.78485987,38.70463547,0.61528981,111.68967,1.3678592,1.4104276,0.42832595,0.026686911,2.9184282,0.068819329,0.040216342,0.010319151,0.024922438,11.957809,0.050038099,0.064698398,0.023978539,"0.49541062000000002","68.004433000000006","1.2811615000000001","0.81288970000000005","0.13517878999999999"
"Bld083",2,13,13,39,775,9686,6.33,10.06,3.56,0,0,0,0,10.06,3.56,0,0,0.00816774193548387,0.00459354838709677,"S","S",3,"Y",1,"C",4,"N",0,0.000326760272558332,0.00103861243031179,0.00036754078050795,0.00036754078050795,0.000694301053066281,"N",0,36.2261111,36.1625,273.6450195,1.3,1.25992317094791,134.4341,18.632378,125.33983,116.144,218.33064,193.55786,"14.268475","5.5639953999999996",0.653091075,111.921659,1.395422972,1.32260333,1.101802938,7.758778483,38.70463547,0.095648868,20.17981275,0.165990428,0.210627857,0.248291259,0.234134116,7.028936776,0.025730521,12.94187944,0.056557319,0.086348908,0.076443819,0.04148315,4.796446652,0.934179586,100.1556665,1.693640377,1.751569647,0.958467716,8.78485987,28.02538126,0.958610881297656,0.216022933321035,0.0665090590830758,0.833903732003038,0.934179586,111.921659,0.958610881297656,8.78485987,38.70463547,0.61528981,111.68967,1.3678592,1.4104276,0.42832595,0.026686911,2.9184282,0.068819329,0.040216342,0.010319151,0.024922438,11.957809,0.050038099,0.064698398,0.023978539,"0.49541062000000002","68.004433000000006","1.2811615000000001","0.81288970000000005","0.13517878999999999"
"Bld084",3,6,6,18,155,932,2.04,0.9,1.08,0,0,0,0,1.08,0.9,0,0,0.0131612903225806,0.00580645161290323,"L","L",1,"N",0,"C",4,"N",0,0.00109442060085837,0.000965665236051502,0.0011587982832618,0.000965665236051502,0.00206008583690987,"N",0,36.2133333,36.1280556,352.9030151,0.6,0.628248081839105,137.34869,21.510323,128.1658,118.95122,220.91072,195.44452,"10.892578","4.1765074999999996",0.695590499,100.4332359,1.54910425,1.143258759,0.782431423,6.745471442,35.89705142,0.072514892,14.10783448,0.121532885,0.13892686,0.141402569,0.142161845,5.434503691,0.021973239,11.06314738,0.045803202,0.074371591,0.053340238,0.03119078,3.920422647,1.206802004,103.6454252,2.013159732,1.568824893,0.846140206,8.767294753,27.16318891,1.11777705870721,0.139101695076105,0.0728863525481723,1.51778875254439,1.206802004,103.6454252,1.51778875254439,8.767294753,35.89705142,0.66089576,114.52234,1.6128019,1.3652074,0.36123741,0.024802011,2.5800133,0.060898729,0.034190491,0.0089940764,0.0238223,11.856771,0.049375471,0.064577818,0.027157376,"0.56524545000000004","67.647034000000005","1.4070988","0.78241753999999997","0.12417772000000001"
"Bld085",9,11,11,33,501,5487,2,10.42,15.48,0,0,0,0,15.48,10.42,0,0,0.00399201596806387,0.0207984031936128,"S","S",3,"N",0,"C",4,"N",0,0.000182248952068526,0.00189903408055404,0.00282121377802078,0.00189903408055404,0.00208128303262256,"N",0,36.2155556,36.1330556,350.375,1.1,1.08404787532298,136.8909,21.051395,127.71873,118.50711,220.49683,195.12714,"11.398978","4.2189101999999998",0.72231559,100.7647487,1.602321833,1.164457348,0.802659415,7.263020806,37.06872294,0.074247371,14.48361436,0.124526629,0.143647257,0.148345891,0.148982178,5.54566821,0.02217933,11.18325848,0.046385306,0.074699065,0.055367547,0.031905499,3.987326659,1.175521909,102.2738303,1.978987613,1.578414316,0.846626863,8.85789038,27.29625006,0.768928505780631,0.142111812524278,0.0530407846564023,0.811048268486745,1.175521909,102.2738303,0.811048268486745,8.85789038,37.06872294,0.65841907,118.13161,1.5986263,1.4181137,0.38765413,0.024989674,2.5980062,0.061419319,0.034455553,0.0090548825,0.024123896,12.132139,0.049863592,0.066498876,0.027484797,"0.55721240999999999","68.259590000000003","1.3911287000000001","0.78444141000000001","0.12527879"
